espn_id,name,season,regular_season_games,postseason_games
4565908,Tyler Scott,2020,3,1
4565908,Tyler Scott,2021,12,1
4565908,Tyler Scott,2022,10,0
4386544,Xavier Smith,2018,9,0
4386544,Xavier Smith,2019,10,0
4386544,Xavier Smith,2021,10,0
4386544,Xavier Smith,2022,11,0
4428803,Jordan Waters,2019,2,0
4428803,Jordan Waters,2020,6,0
4428803,Jordan Waters,2021,9,0
4428803,Jordan Waters,2022,12,1
4428803,Jordan Waters,2023,12,1
4428803,Jordan Waters,2024,11,1
4569382,Jordan Whittington,2019,1,0
4569382,Jordan Whittington,2020,4,1
4569382,Jordan Whittington,2021,7,0
4569382,Jordan Whittington,2022,12,1
4569382,Jordan Whittington,2023,11,1
4430737,Kyren Williams,2019,1,0
4430737,Kyren Williams,2020,11,1
4430737,Kyren Williams,2021,12,0
4431618,Mario Williams,2021,10,1
4431618,Mario Williams,2022,10,1
4431618,Mario Williams,2023,10,0
4431618,Mario Williams,2024,13,1
4429160,De'Von Achane,2020,5,1
4429160,De'Von Achane,2021,12,0
4429160,De'Von Achane,2022,10,0
4367209,Greg Dulcich,2018,1,0
4367209,Greg Dulcich,2019,5,0
4367209,Greg Dulcich,2020,7,0
4367209,Greg Dulcich,2021,11,0
4431536,Donovan Edwards,2021,10,1
4431536,Donovan Edwards,2022,10,1
4431536,Donovan Edwards,2023,13,2
4431536,Donovan Edwards,2024,12,0
4889929,Quinn Ewers,2022,9,1
4889929,Quinn Ewers,2023,11,1
4889929,Quinn Ewers,2024,11,3
4711533,Ollie Gordon II,2022,12,1
4711533,Ollie Gordon II,2023,13,1
4711533,Ollie Gordon II,2024,12,0
4429053,AJ Henning,2020,4,0
4429053,AJ Henning,2021,11,1
4429053,AJ Henning,2022,5,1
4429053,AJ Henning,2023,11,1
4429053,AJ Henning,2024,12,0
4365395,Julian Hill,2018,1,0
4365395,Julian Hill,2019,5,0
4365395,Julian Hill,2020,3,0
4365395,Julian Hill,2021,11,0
4365395,Julian Hill,2022,11,0
4361417,Zack Kuntz,2018,1,0
4361417,Zack Kuntz,2019,2,0
4361417,Zack Kuntz,2021,12,1
4361417,Zack Kuntz,2022,4,0
4362630,Terrace Marshall Jr.,2018,9,0
4362630,Terrace Marshall Jr.,2019,10,2
4362630,Terrace Marshall Jr.,2020,7,0
4693331,Cam Miller,2020,6,0
4693331,Cam Miller,2021,11,2
4693331,Cam Miller,2022,13,2
4693331,Cam Miller,2023,14,1
4693331,Cam Miller,2024,14,2
4241479,Tua Tagovailoa,2017,7,1
4241479,Tua Tagovailoa,2018,13,2
4241479,Tua Tagovailoa,2019,9,0
4361438,Cole Turner,2018,1,1
4361438,Cole Turner,2019,3,1
4361438,Cole Turner,2020,8,1
4361438,Cole Turner,2021,11,0
4372016,Jaylen Waddle,2018,13,2
4372016,Jaylen Waddle,2019,12,1
4372016,Jaylen Waddle,2020,4,1
4569603,Malik Washington,2019,5,0
4569603,Malik Washington,2020,4,0
4569603,Malik Washington,2021,12,0
4569603,Malik Washington,2022,12,0
4569603,Malik Washington,2023,12,0
4567506,Tahj Washington,2019,3,0
4567506,Tahj Washington,2020,10,1
4567506,Tahj Washington,2021,12,0
4567506,Tahj Washington,2022,11,1
4567506,Tahj Washington,2023,12,1
4426535,Theo Wease Jr.,2019,5,1
4426535,Theo Wease Jr.,2020,10,1
4426535,Theo Wease Jr.,2022,7,0
4426535,Theo Wease Jr.,2023,12,1
4426535,Theo Wease Jr.,2024,12,1
4361259,Zach Wilson,2018,8,1
4361259,Zach Wilson,2019,8,1
4361259,Zach Wilson,2020,11,1
4036335,Cedrick Wilson Jr.,2016,11,1
4036335,Cedrick Wilson Jr.,2017,13,1
4682745,Jaylen Wright,2021,8,1
4682745,Jaylen Wright,2022,12,1
4682745,Jaylen Wright,2023,12,0
4431044,Jalin Conyers,2021,1,1
4431044,Jalin Conyers,2022,0,0
4431044,Jalin Conyers,2023,1,0
4431044,Jalin Conyers,2024,2,1
4043016,Dee Eskridge,2016,8,0
4043016,Dee Eskridge,2017,12,0
4043016,Dee Eskridge,2018,10,1
4043016,Dee Eskridge,2019,2,0
4043016,Dee Eskridge,2020,6,0
4048244,Alexander Mattison,2016,10,1
4048244,Alexander Mattison,2017,13,1
4048244,Alexander Mattison,2018,13,0
4429205,Jordan Addison,2020,10,0
4429205,Jordan Addison,2021,13,1
4429205,Jordan Addison,2022,11,0
4573398,Max Brosmer,2019,10,0
4573398,Max Brosmer,2020,1,0
4573398,Max Brosmer,2022,13,0
4573398,Max Brosmer,2023,11,0
4573398,Max Brosmer,2024,12,1
4242431,Ty Chandler,2017,11,0
4242431,Ty Chandler,2018,11,0
4242431,Ty Chandler,2019,11,1
4242431,Ty Chandler,2020,10,0
4242431,Ty Chandler,2021,12,1
4696907,Joaquin Davis,2022,10,0
4696907,Joaquin Davis,2023,11,0
4696907,Joaquin Davis,2024,11,0
4565185,Tai Felton,2021,4,0
4565185,Tai Felton,2022,10,1
4565185,Tai Felton,2023,12,1
4565185,Tai Felton,2024,12,0
4565297,Dontae Fleming,2020,8,0
4565297,Dontae Fleming,2021,11,1
4565297,Dontae Fleming,2022,10,0
4565297,Dontae Fleming,2023,3,1
4565297,Dontae Fleming,2024,11,1
4036133,T.J. Hockenson,2017,8,1
4036133,T.J. Hockenson,2018,12,1
4262921,Justin Jefferson,2017,1,0
4262921,Justin Jefferson,2018,12,1
4262921,Justin Jefferson,2019,13,2
4360637,Jeshaun Jones,2018,12,0
4360637,Jeshaun Jones,2020,4,0
4360637,Jeshaun Jones,2021,6,0
4360637,Jeshaun Jones,2022,11,1
4360637,Jeshaun Jones,2023,11,1
4360569,Jordan Mason,2018,12,1
4360569,Jordan Mason,2019,12,0
4360569,Jordan Mason,2020,6,0
4360569,Jordan Mason,2021,12,0
4433970,J.J. McCarthy,2021,10,1
4433970,J.J. McCarthy,2022,13,1
4433970,J.J. McCarthy,2023,13,2
4382466,Jalen Nailor,2018,5,1
4382466,Jalen Nailor,2019,3,1
4382466,Jalen Nailor,2020,7,0
4382466,Jalen Nailor,2021,7,1
4602969,Bryson Nesbit,2021,3,1
4602969,Bryson Nesbit,2022,11,1
4602969,Bryson Nesbit,2023,12,0
4602969,Bryson Nesbit,2024,7,0
3921690,Josh Oliver,2015,3,1
3921690,Josh Oliver,2016,3,0
3921690,Josh Oliver,2017,10,0
3921690,Josh Oliver,2018,12,0
4430656,Myles Price,2020,9,0
4430656,Myles Price,2021,11,1
4430656,Myles Price,2022,10,1
4430656,Myles Price,2023,9,0
4430656,Myles Price,2024,12,1
3722362,Brett Rypien,2015,10,1
3722362,Brett Rypien,2016,12,1
3722362,Brett Rypien,2017,12,1
3722362,Brett Rypien,2018,13,0
4257364,Zavier Scott,2018,10,0
4257364,Zavier Scott,2020,2,0
4257364,Zavier Scott,2021,10,0
4257364,Zavier Scott,2022,11,0
4373030,Ben Sims,2019,1,0
4373030,Ben Sims,2020,6,0
4373030,Ben Sims,2021,12,0
4373030,Ben Sims,2022,11,0
3124092,John Wolford,2014,11,0
3124092,John Wolford,2015,11,0
3124092,John Wolford,2016,11,1
3124092,John Wolford,2017,11,1
4433959,Ben Yurosek,2021,11,0
4433959,Ben Yurosek,2022,12,0
4433959,Ben Yurosek,2023,6,0
4433959,Ben Yurosek,2024,7,0
4708049,Gavin Bartholomew,2021,12,1
4708049,Gavin Bartholomew,2022,10,1
4708049,Gavin Bartholomew,2023,8,0
4708049,Gavin Bartholomew,2024,12,1
4429022,Kayshon Boutte,2020,10,0
4429022,Kayshon Boutte,2021,6,0
4429022,Kayshon Boutte,2022,11,0
4695193,Efton Chism III,2020,6,0
4695193,Efton Chism III,2021,13,0
4695193,Efton Chism III,2022,10,0
4695193,Efton Chism III,2023,11,0
4695193,Efton Chism III,2024,12,0
4240391,Tommy DeVito,2018,7,0
4240391,Tommy DeVito,2019,12,0
4240391,Tommy DeVito,2020,4,0
4240391,Tommy DeVito,2021,3,0
4240391,Tommy DeVito,2022,12,1
4596545,CJ Dippre,2021,1,1
4596545,CJ Dippre,2022,12,0
4596545,CJ Dippre,2023,8,1
4596545,CJ Dippre,2024,10,1
4427095,DeMario Douglas,2019,3,1
4427095,DeMario Douglas,2020,10,1
4427095,DeMario Douglas,2021,11,1
4427095,DeMario Douglas,2022,12,1
4432710,TreVeyon Henderson,2021,12,1
4432710,TreVeyon Henderson,2022,8,0
4432710,TreVeyon Henderson,2023,9,1
4432710,TreVeyon Henderson,2024,12,4
4566195,Marshall Lang,2021,7,0
4566195,Marshall Lang,2022,8,0
4566195,Marshall Lang,2023,8,1
4566195,Marshall Lang,2024,7,0
4431452,Drake Maye,2021,1,1
4431452,Drake Maye,2022,13,1
4431452,Drake Maye,2023,12,0
4241555,Elijah Mitchell,2017,4,0
4241555,Elijah Mitchell,2018,12,1
4241555,Elijah Mitchell,2019,13,1
4241555,Elijah Mitchell,2020,9,1
4569173,Rhamondre Stevenson,2019,12,0
4569173,Rhamondre Stevenson,2020,5,1
4572655,Jeremiah Webb,2021,5,0
4572655,Jeremiah Webb,2023,1,1
4572655,Jeremiah Webb,2024,12,0
4361100,Jack Westover,2019,2,0
4361100,Jack Westover,2020,3,0
4361100,Jack Westover,2021,3,0
4361100,Jack Westover,2022,12,1
4361100,Jack Westover,2023,13,2
4613202,Kyle Williams,2020,6,0
4613202,Kyle Williams,2021,10,0
4613202,Kyle Williams,2022,9,0
4613202,Kyle Williams,2023,12,0
4613202,Kyle Williams,2024,12,1
4427600,Terrell Jennings,2019,10,0
4427600,Terrell Jennings,2021,12,0
4427600,Terrell Jennings,2022,9,0
4427600,Terrell Jennings,2023,12,1
4698253,Lan Larison,2020,5,0
4698253,Lan Larison,2021,11,0
4698253,Lan Larison,2022,11,0
4698253,Lan Larison,2023,8,0
4698253,Lan Larison,2024,14,0
4372526,Deneric Prince,2018,1,0
4372526,Deneric Prince,2020,7,1
4372526,Deneric Prince,2021,9,1
4372526,Deneric Prince,2022,8,0
4605489,Damien Alford,2020,1,0
4605489,Damien Alford,2021,10,0
4605489,Damien Alford,2022,10,1
4605489,Damien Alford,2023,9,1
4605489,Damien Alford,2024,2,0
4372758,Kevin Austin Jr.,2018,4,0
4372758,Kevin Austin Jr.,2020,1,0
4372758,Kevin Austin Jr.,2021,11,1
4372063,Ronnie Bell,2018,7,0
4372063,Ronnie Bell,2019,11,1
4372063,Ronnie Bell,2020,6,0
4372063,Ronnie Bell,2021,1,0
4372063,Ronnie Bell,2022,13,1
4241588,Elijah Cooks,2017,2,0
4241588,Elijah Cooks,2018,11,0
4241588,Elijah Cooks,2019,12,1
4241588,Elijah Cooks,2020,1,0
4241588,Elijah Cooks,2021,3,0
4241588,Elijah Cooks,2022,11,1
4569682,Audric Estime,2021,1,1
4569682,Audric Estime,2022,12,1
4569682,Audric Estime,2023,12,0
4569609,Evan Hull,2019,4,0
4569609,Evan Hull,2020,6,1
4569609,Evan Hull,2021,12,0
4569609,Evan Hull,2022,12,0
3929645,Juwan Johnson,2016,2,0
3929645,Juwan Johnson,2017,12,1
3929645,Juwan Johnson,2018,7,1
3929645,Juwan Johnson,2019,7,1
4432731,Moliki Matavao,2021,8,0
4432731,Moliki Matavao,2022,7,0
4432731,Moliki Matavao,2023,9,1
4432731,Moliki Matavao,2024,11,0
4361370,Chris Olave,2018,6,0
4361370,Chris Olave,2019,12,1
4361370,Chris Olave,2020,5,2
4361370,Chris Olave,2021,11,0
3127306,Dante Pettis,2014,7,1
3127306,Dante Pettis,2015,12,1
3127306,Dante Pettis,2016,12,1
3127306,Dante Pettis,2017,12,1
4426339,Spencer Rattler,2019,2,1
4426339,Spencer Rattler,2020,10,1
4426339,Spencer Rattler,2021,9,0
4426339,Spencer Rattler,2022,12,1
4426339,Spencer Rattler,2023,12,0
4360689,Tyler Shough,2019,4,0
4360689,Tyler Shough,2020,6,1
4360689,Tyler Shough,2021,4,0
4360689,Tyler Shough,2022,6,1
4360689,Tyler Shough,2023,4,0
4360689,Tyler Shough,2024,12,0
4027873,Samori Toure,2018,10,0
4027873,Samori Toure,2019,14,0
4027873,Samori Toure,2021,12,0
4430684,Treyton Welch,2020,3,0
4430684,Treyton Welch,2021,11,0
4430684,Treyton Welch,2022,9,1
4430684,Treyton Welch,2023,9,1
4427985,Bub Means,2021,9,0
4427985,Bub Means,2022,9,1
4427985,Bub Means,2023,11,0
4599739,Kendre Miller,2020,9,0
4599739,Kendre Miller,2021,10,0
4599739,Kendre Miller,2022,13,1
4876006,Zaire Mitchell-Paden,2021,7,0
3843945,Foster Moreau,2016,5,0
3843945,Foster Moreau,2017,10,1
3843945,Foster Moreau,2018,9,1
4682652,Devin Neal,2021,11,0
4682652,Devin Neal,2022,12,1
4682652,Devin Neal,2023,12,1
4682652,Devin Neal,2024,12,0
4426407,Trey Palmer,2019,1,0
4426407,Trey Palmer,2020,6,0
4426407,Trey Palmer,2021,10,0
4426407,Trey Palmer,2022,12,0
4911517,Mason Pline,2023,9,0
4430637,Ja'Lynn Polk,2020,10,0
4430637,Ja'Lynn Polk,2021,3,0
4430637,Ja'Lynn Polk,2022,12,1
4430637,Ja'Lynn Polk,2023,11,2
4034862,Jack Stoll,2017,5,0
4034862,Jack Stoll,2018,10,0
4034862,Jack Stoll,2019,11,0
4034862,Jack Stoll,2020,3,0
4573697,Mason Tipton,2019,8,0
4573697,Mason Tipton,2021,9,0
4573697,Mason Tipton,2022,7,0
4573697,Mason Tipton,2023,10,0
4569559,Devaughn Vele,2020,2,0
4569559,Devaughn Vele,2021,9,1
4569559,Devaughn Vele,2022,12,1
4569559,Devaughn Vele,2023,10,0
4361516,Daniel Bellinger,2018,1,1
4361516,Daniel Bellinger,2019,9,1
4361516,Daniel Bellinger,2020,7,0
4361516,Daniel Bellinger,2021,10,1
4570296,Dalen Cambre,2020,1,0
4570296,Dalen Cambre,2022,1,1
4570296,Dalen Cambre,2023,1,0
4570296,Dalen Cambre,2024,2,1
4047422,Tanner Conner,2018,4,0
4047422,Tanner Conner,2019,10,0
4047422,Tanner Conner,2020,6,0
4047422,Tanner Conner,2021,9,0
4689114,Jaxson Dart,2021,6,0
4689114,Jaxson Dart,2022,12,1
4689114,Jaxson Dart,2023,12,1
4689114,Jaxson Dart,2024,12,1
4427278,Xavier Gipson,2019,11,0
4427278,Xavier Gipson,2020,10,0
4427278,Xavier Gipson,2021,11,0
4427278,Xavier Gipson,2022,10,0
4570561,Eric Gray,2019,12,1
4570561,Eric Gray,2020,9,0
4570561,Eric Gray,2021,12,1
4570561,Eric Gray,2022,12,0
4242540,Isaiah Hodgins,2017,11,0
4242540,Isaiah Hodgins,2018,11,0
4242540,Isaiah Hodgins,2019,12,0
4692590,Jalin Hyatt,2020,8,0
4692590,Jalin Hyatt,2021,8,1
4692590,Jalin Hyatt,2022,12,0
4565172,Courtney Jackson,2019,1,0
4565172,Courtney Jackson,2020,4,0
4565172,Courtney Jackson,2021,11,0
4565172,Courtney Jackson,2022,8,0
4565172,Courtney Jackson,2023,12,1
4565172,Courtney Jackson,2024,12,1
4429148,Theo Johnson,2020,2,0
4429148,Theo Johnson,2021,9,0
4429148,Theo Johnson,2022,7,1
4429148,Theo Johnson,2023,11,1
4367510,Dante Miller,2018,6,0
4367510,Dante Miller,2019,9,0
4367510,Dante Miller,2021,10,0
4367510,Dante Miller,2022,4,0
4369466,Ryan Miller,2018,7,0
4369466,Ryan Miller,2019,8,0
4369466,Ryan Miller,2020,7,0
4369466,Ryan Miller,2021,11,0
4369466,Ryan Miller,2022,13,0
4040761,Devin Singletary,2016,12,0
4040761,Devin Singletary,2017,13,1
4040761,Devin Singletary,2018,12,0
3916945,Darius Slayton,2016,6,1
3916945,Darius Slayton,2017,10,1
3916945,Darius Slayton,2018,10,1
4360516,Tyrone Tracy Jr.,2018,2,0
4360516,Tyrone Tracy Jr.,2019,11,1
4360516,Tyrone Tracy Jr.,2020,7,0
4360516,Tyrone Tracy Jr.,2021,10,0
4360516,Tyrone Tracy Jr.,2022,13,1
4360516,Tyrone Tracy Jr.,2023,11,0
4431210,Beaux Collins,2021,8,1
4431210,Beaux Collins,2022,8,0
4431210,Beaux Collins,2023,10,0
4431210,Beaux Collins,2024,11,3
4575348,Da'Quan Felton,2021,9,0
4575348,Da'Quan Felton,2022,11,0
4575348,Da'Quan Felton,2023,10,0
4575348,Da'Quan Felton,2024,11,0
4590292,Thomas Fidone II,2023,11,0
4590292,Thomas Fidone II,2024,11,1
4362227,Bryce Ford-Wheaton,2019,7,0
4362227,Bryce Ford-Wheaton,2020,7,1
4362227,Bryce Ford-Wheaton,2021,10,1
4362227,Bryce Ford-Wheaton,2022,12,0
4595348,Malik Nabers,2021,9,1
4595348,Malik Nabers,2022,13,1
4595348,Malik Nabers,2023,12,1
4569587,Wan'Dale Robinson,2019,10,0
4569587,Wan'Dale Robinson,2020,8,0
4569587,Wan'Dale Robinson,2021,12,1
4696981,Cam Skattebo,2021,8,0
4696981,Cam Skattebo,2022,13,0
4696981,Cam Skattebo,2023,12,0
4696981,Cam Skattebo,2024,12,1
4429435,Brady Cook,2020,2,0
4429435,Brady Cook,2021,4,1
4429435,Brady Cook,2022,12,1
4429435,Brady Cook,2023,12,1
4429435,Brady Cook,2024,11,1
4431053,Mac Dalena,2020,1,0
4431053,Mac Dalena,2022,5,1
4431053,Mac Dalena,2023,12,1
4431053,Mac Dalena,2024,12,1
4427366,Breece Hall,2019,11,1
4427366,Breece Hall,2020,11,1
4427366,Breece Hall,2021,12,0
4035886,Khalil Herbert,2016,8,0
4035886,Khalil Herbert,2017,11,0
4035886,Khalil Herbert,2018,12,0
4035886,Khalil Herbert,2019,4,0
4035886,Khalil Herbert,2020,10,0
4240858,Hendon Hooker,2018,3,0
4240858,Hendon Hooker,2019,9,1
4240858,Hendon Hooker,2020,8,0
4240858,Hendon Hooker,2021,12,1
4240858,Hendon Hooker,2022,11,0
4567096,John Metchie III,2019,4,0
4567096,John Metchie III,2020,11,2
4567096,John Metchie III,2021,13,0
4597500,Adonai Mitchell,2021,10,2
4597500,Adonai Mitchell,2022,2,2
4597500,Adonai Mitchell,2023,13,1
4035537,Kene Nwangwu,2016,7,0
4035537,Kene Nwangwu,2018,9,1
4035537,Kene Nwangwu,2019,6,0
4035537,Kene Nwangwu,2020,10,1
4892576,Jamaal Pritchett,2022,3,1
4892576,Jamaal Pritchett,2023,11,1
4892576,Jamaal Pritchett,2024,12,0
4361372,Jeremy Ruckert,2018,1,0
4361372,Jeremy Ruckert,2019,8,1
4361372,Jeremy Ruckert,2020,3,2
4361372,Jeremy Ruckert,2021,9,1
4613050,Quentin Skinner,2022,11,1
4613050,Quentin Skinner,2023,10,1
4613050,Quentin Skinner,2024,9,0
4250764,Stone Smartt,2017,7,0
4250764,Stone Smartt,2019,9,0
4250764,Stone Smartt,2021,3,1
4429105,Arian Smith,2020,2,1
4429105,Arian Smith,2021,3,0
4429105,Arian Smith,2022,3,2
4429105,Arian Smith,2023,6,1
4429105,Arian Smith,2024,13,1
4569371,Isaiah Williams,2019,3,1
4569371,Isaiah Williams,2020,6,0
4569371,Isaiah Williams,2021,12,0
4569371,Isaiah Williams,2022,12,1
4569371,Isaiah Williams,2023,12,0
4241410,Jelani Woods,2018,6,0
4241410,Jelani Woods,2019,7,1
4241410,Jelani Woods,2020,7,0
4241410,Jelani Woods,2021,11,0
4250360,Bailey Zappe,2017,10,0
4250360,Bailey Zappe,2018,11,0
4250360,Bailey Zappe,2019,12,0
4250360,Bailey Zappe,2020,4,0
4250360,Bailey Zappe,2021,13,1
4685247,Braelon Allen,2021,10,1
4685247,Braelon Allen,2022,11,1
4685247,Braelon Allen,2023,11,0
3929636,Irvin Charles,2016,2,0
3929636,Irvin Charles,2017,1,0
4695404,Isaiah Davis,2020,6,0
4695404,Isaiah Davis,2021,6,1
4695404,Isaiah Davis,2022,11,2
4695404,Isaiah Davis,2023,13,2
4362887,Justin Fields,2018,12,0
4362887,Justin Fields,2019,13,1
4362887,Justin Fields,2020,6,2
4808766,Mason Taylor,2022,12,1
4808766,Mason Taylor,2023,11,1
4808766,Mason Taylor,2024,12,0
4569618,Garrett Wilson,2019,12,1
4569618,Garrett Wilson,2020,6,2
4569618,Garrett Wilson,2021,11,0
3929630,Saquon Barkley,2015,10,1
3929630,Saquon Barkley,2016,13,1
3929630,Saquon Barkley,2017,12,1
4429262,Jaheim Bell,2020,1,0
4429262,Jaheim Bell,2021,10,1
4429262,Jaheim Bell,2022,11,0
4429262,Jaheim Bell,2023,10,0
4429013,Tank Bigsby,2020,10,0
4429013,Tank Bigsby,2021,12,1
4429013,Tank Bigsby,2022,12,0
4047646,A.J. Brown,2016,11,0
4047646,A.J. Brown,2017,11,0
4047646,A.J. Brown,2018,12,0
4241374,Grant Calcaterra,2017,5,0
4241374,Grant Calcaterra,2018,11,1
4241374,Grant Calcaterra,2019,3,0
4241374,Grant Calcaterra,2021,11,0
4715355,Darius Cooper,2020,1,0
4715355,Darius Cooper,2021,5,0
4715355,Darius Cooper,2022,0,0
4715355,Darius Cooper,2023,7,0
4715355,Darius Cooper,2024,14,0
3926231,Britain Covey,2015,11,1
3926231,Britain Covey,2018,13,0
3926231,Britain Covey,2019,4,0
3926231,Britain Covey,2020,3,0
3926231,Britain Covey,2021,13,1
4239934,AJ Dillon,2017,12,1
4239934,AJ Dillon,2018,10,0
4239934,AJ Dillon,2019,12,0
4361409,Jahan Dotson,2018,6,1
4361409,Jahan Dotson,2019,12,1
4361409,Jahan Dotson,2020,9,0
4361409,Jahan Dotson,2021,12,0
4039160,Kylen Granson,2016,7,0
4039160,Kylen Granson,2017,7,0
4039160,Kylen Granson,2019,11,1
4039160,Kylen Granson,2020,10,0
4689546,Danny Gray,2020,8,0
4689546,Danny Gray,2021,10,0
4426875,Sam Howell,2019,12,1
4426875,Sam Howell,2020,11,1
4426875,Sam Howell,2021,11,1
4040715,Jalen Hurts,2016,13,2
4040715,Jalen Hurts,2017,12,2
4040715,Jalen Hurts,2018,11,2
4040715,Jalen Hurts,2019,13,1
4248557,E.J. Jenkins,2018,3,0
4248557,E.J. Jenkins,2019,12,0
4248557,E.J. Jenkins,2021,6,1
4248557,E.J. Jenkins,2022,9,0
4372026,Cameron Latu,2021,11,2
4372026,Cameron Latu,2022,9,1
4685201,Tanner McKee,2020,1,0
4685201,Tanner McKee,2021,10,0
4685201,Tanner McKee,2022,12,0
4431545,Will Shipley,2021,9,1
4431545,Will Shipley,2022,13,1
4431545,Will Shipley,2023,11,1
4241478,DeVonta Smith,2017,1,0
4241478,DeVonta Smith,2018,14,0
4241478,DeVonta Smith,2019,1,1
4241478,DeVonta Smith,2020,2,0
4714365,Carson Steele,2021,12,1
4714365,Carson Steele,2022,12,0
4714365,Carson Steele,2023,12,0
4050373,Quez Watkins,2017,9,0
4050373,Quez Watkins,2018,11,0
4050373,Quez Watkins,2019,10,1
4686104,Johnny Wilson,2020,3,0
4686104,Johnny Wilson,2021,4,0
4686104,Johnny Wilson,2022,11,1
4686104,Johnny Wilson,2023,9,0
4243389,Calvin Austin III,2018,2,0
4243389,Calvin Austin III,2019,7,1
4243389,Calvin Austin III,2020,10,1
4243389,Calvin Austin III,2021,12,0
4361411,Pat Freiermuth,2018,11,1
4361411,Pat Freiermuth,2019,12,1
4361411,Pat Freiermuth,2020,4,0
4371733,Kenneth Gainwell,2018,3,0
4371733,Kenneth Gainwell,2019,13,1
4695800,JJ Galbreath,2021,2,0
4695800,JJ Galbreath,2022,8,0
4695800,JJ Galbreath,2023,11,0
4695800,JJ Galbreath,2024,9,1
4241961,Connor Heyward,2017,4,0
4241961,Connor Heyward,2018,12,1
4241961,Connor Heyward,2019,4,0
4241961,Connor Heyward,2020,7,0
4241961,Connor Heyward,2021,11,1
4429955,Will Howard,2020,9,0
4429955,Will Howard,2021,5,0
4429955,Will Howard,2022,6,1
4429955,Will Howard,2023,12,0
4429955,Will Howard,2024,12,4
4694237,Max Hurleman,2020,2,0
4694237,Max Hurleman,2021,11,0
4694237,Max Hurleman,2022,11,0
4694237,Max Hurleman,2023,1,0
4819231,Kaleb Johnson,2022,12,1
4819231,Kaleb Johnson,2023,9,1
4819231,Kaleb Johnson,2024,12,0
4047650,DK Metcalf,2016,2,0
4047650,DK Metcalf,2017,12,0
4047650,DK Metcalf,2018,7,0
3914397,Scotty Miller,2015,2,1
3914397,Scotty Miller,2016,12,0
3914397,Scotty Miller,2017,12,0
3914397,Scotty Miller,2018,11,0
4428119,Lew Nichols,2019,4,0
4428119,Lew Nichols,2020,6,0
4428119,Lew Nichols,2021,12,1
4428119,Lew Nichols,2022,9,0
4362019,A.T. Perry,2019,1,1
4362019,A.T. Perry,2020,6,0
4362019,A.T. Perry,2021,13,1
4362019,A.T. Perry,2022,12,1
4426494,John Rhys Plumlee,2019,9,0
4426494,John Rhys Plumlee,2020,6,1
4426494,John Rhys Plumlee,2021,4,0
4426494,John Rhys Plumlee,2022,12,1
4426494,John Rhys Plumlee,2023,9,1
3116407,Mason Rudolph,2014,2,1
3116407,Mason Rudolph,2015,12,1
3116407,Mason Rudolph,2016,12,1
3116407,Mason Rudolph,2017,12,1
4035656,Ben Skowronek,2016,6,0
4035656,Ben Skowronek,2017,12,1
4035656,Ben Skowronek,2018,13,1
4035656,Ben Skowronek,2019,3,0
4035656,Ben Skowronek,2020,8,1
4240577,Brandon Smith,2018,10,1
4240577,Brandon Smith,2019,7,1
4240577,Brandon Smith,2020,7,0
4569987,Jaylen Warren,2019,11,1
4569987,Jaylen Warren,2020,3,0
4569987,Jaylen Warren,2021,12,1
4431492,Roman Wilson,2020,5,0
4431492,Roman Wilson,2021,11,1
4431492,Roman Wilson,2022,10,1
4431492,Roman Wilson,2023,12,2
3912092,Donald Parham Jr.,2018,9,0
4036419,Skylar Thompson,2017,7,1
4036419,Skylar Thompson,2018,11,0
4036419,Skylar Thompson,2019,12,1
4036419,Skylar Thompson,2020,3,0
4036419,Skylar Thompson,2021,9,1
4430802,Darnell Washington,2020,3,1
4430802,Darnell Washington,2021,7,1
4430802,Darnell Washington,2022,11,2
4887918,Junior Bergen,2021,11,0
4887918,Junior Bergen,2022,10,0
4887918,Junior Bergen,2023,13,2
4887918,Junior Bergen,2024,12,0
4250945,Colton Dowell,2018,6,0
4250945,Colton Dowell,2019,12,0
4250945,Colton Dowell,2020,7,0
4250945,Colton Dowell,2021,6,0
4250945,Colton Dowell,2022,11,0
4040612,Luke Farrell,2017,2,0
4040612,Luke Farrell,2018,8,1
4040612,Luke Farrell,2019,5,1
4040612,Luke Farrell,2020,3,1
4372561,Isaac Guerendo,2019,2,1
4372561,Isaac Guerendo,2020,1,0
4372561,Isaac Guerendo,2021,4,0
4372561,Isaac Guerendo,2022,12,0
4372561,Isaac Guerendo,2023,13,1
4685397,Jordan James,2022,8,1
4685397,Jordan James,2023,13,1
4685397,Jordan James,2024,13,1
3886598,Jauan Jennings,2015,9,1
3886598,Jauan Jennings,2016,12,1
3886598,Jauan Jennings,2017,1,0
3886598,Jauan Jennings,2018,11,0
3886598,Jauan Jennings,2019,12,1
4241464,Mac Jones,2018,5,1
4241464,Mac Jones,2019,10,1
4241464,Mac Jones,2020,11,2
4361182,Adrian Martinez,2018,11,0
4361182,Adrian Martinez,2019,10,0
4361182,Adrian Martinez,2020,7,0
4361182,Adrian Martinez,2021,11,0
4361182,Adrian Martinez,2022,9,1
3117251,Christian McCaffrey,2014,11,1
3117251,Christian McCaffrey,2015,13,1
3117251,Christian McCaffrey,2016,11,0
4430191,Skyy Moore,2019,12,1
4430191,Skyy Moore,2020,5,0
4430191,Skyy Moore,2021,11,1
4428209,Ricky Pearsall,2019,6,1
4428209,Ricky Pearsall,2020,3,0
4428209,Ricky Pearsall,2021,12,1
