espn_id,name,position,season,college_team,stat_category,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing,completions,passingAttempts,completionPct,passingYards,yardsPerPassAttempt,passingTouchdowns,interceptions,longPassing,sacks,QBRating
4683062,Xavier Worthy,WR,2021,texas-longhorns,rushing,,,,,,1,7,7.0,0,7,,,,,,,,,,
4683062,Xavier Worthy,WR,2022,texas-longhorns,rushing,,,,,,2,14,7.0,0,7,,,,,,,,,,
4683062,Xavier Worthy,WR,2023,texas-longhorns,rushing,,,,,,4,35,8.8,0,16,,,,,,,,,,
4683062,Xavier Worthy,WR,2022,texas-longhorns,passing,,,,,,,,,,,1,1,100.0,33,33.0,1,0,33,0,707.2
4683062,Xavier Worthy,WR,2023,texas-longhorns,passing,,,,,,,,,,,1,2,50.0,35,17.5,0,0,35,0,197.0
4431196,Jake Briningstool,TE,2021,clemson-tigers,receiving,3,67,22.3,1,31,,,,,,,,,,,,,,,
4431196,Jake Briningstool,TE,2022,clemson-tigers,receiving,25,285,11.4,4,49,,,,,,,,,,,,,,,
4431196,Jake Briningstool,TE,2023,clemson-tigers,receiving,50,498,10.0,5,50,,,,,,,,,,,,,,,
4431196,Jake Briningstool,TE,2024,clemson-tigers,receiving,49,530,10.8,7,41,,,,,,,,,,,,,,,
4362087,Keaontay Ingram,RB,2018,texas-longhorns,rushing,,,,,,142,708,5.0,3,31,,,,,,,,,,
4362087,Keaontay Ingram,RB,2019,texas-longhorns,rushing,,,,,,144,853,5.9,7,68,,,,,,,,,,
4362087,Keaontay Ingram,RB,2020,texas-longhorns,rushing,,,,,,53,250,4.7,1,26,,,,,,,,,,
4362087,Keaontay Ingram,RB,2021,usc-trojans,rushing,,,,,,156,911,5.8,5,53,,,,,,,,,,
4362087,Keaontay Ingram,RB,2018,texas-longhorns,receiving,27,170,6.3,2,22,,,,,,,,,,,,,,,
4362087,Keaontay Ingram,RB,2019,texas-longhorns,receiving,29,242,8.3,3,26,,,,,,,,,,,,,,,
4362087,Keaontay Ingram,RB,2020,texas-longhorns,receiving,11,103,9.4,1,52,,,,,,,,,,,,,,,
4362087,Keaontay Ingram,RB,2021,usc-trojans,receiving,22,156,7.1,0,32,,,,,,,,,,,,,,,
4362087,Keaontay Ingram,RB,2018,texas-longhorns,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
3139477,Patrick Mahomes,QB,2014,texas-tech-red-raiders,passing,,,,,,,,,,,105,185,56.8,"1,547",8.4,16,4,82,9,151.2
3139477,Patrick Mahomes,QB,2015,texas-tech-red-raiders,passing,,,,,,,,,,,364,573,63.5,"4,653",8.1,36,15,90,27,147.2
3139477,Patrick Mahomes,QB,2016,texas-tech-red-raiders,passing,,,,,,,,,,,388,591,65.7,"5,052",8.5,41,10,81,27,157.0
3139477,Patrick Mahomes,QB,2014,texas-tech-red-raiders,rushing,,,,,,46,104,2.3,0,14,,,,,,,,,,
3139477,Patrick Mahomes,QB,2015,texas-tech-red-raiders,rushing,,,,,,131,456,3.5,10,25,,,,,,,,,,
3139477,Patrick Mahomes,QB,2016,texas-tech-red-raiders,rushing,,,,,,131,285,2.2,12,32,,,,,,,,,,
3139477,Patrick Mahomes,QB,2015,texas-tech-red-raiders,receiving,1,3,3.0,0,3,,,,,,,,,,,,,,,
4038524,Gardner Minshew,QB,2016,east-carolina-pirates,passing,,,,,,,,,,,119,202,58.9,"1,347",6.7,8,4,77,9,124.0
4038524,Gardner Minshew,QB,2017,east-carolina-pirates,passing,,,,,,,,,,,174,304,57.2,"2,140",7.0,16,7,95,8,129.1
4038524,Gardner Minshew,QB,2018,washington-state-cougars,passing,,,,,,,,,,,468,662,70.7,"4,779",7.2,38,9,89,13,147.6
4038524,Gardner Minshew,QB,2016,east-carolina-pirates,rushing,,,,,,20,-36,-1.8,0,7,,,,,,,,,,
4038524,Gardner Minshew,QB,2017,east-carolina-pirates,rushing,,,,,,18,-40,-2.2,0,7,,,,,,,,,,
4038524,Gardner Minshew,QB,2018,washington-state-cougars,rushing,,,,,,58,119,2.1,4,12,,,,,,,,,,
4372716,Nikko Remigio,WR,2018,california-golden-bears,receiving,11,62,5.6,0,12,,,,,,,,,,,,,,,
4372716,Nikko Remigio,WR,2019,california-golden-bears,receiving,38,513,13.5,3,43,,,,,,,,,,,,,,,
4372716,Nikko Remigio,WR,2020,california-golden-bears,receiving,10,90,9.0,2,28,,,,,,,,,,,,,,,
4372716,Nikko Remigio,WR,2021,california-golden-bears,receiving,38,238,6.3,2,26,,,,,,,,,,,,,,,
4372716,Nikko Remigio,WR,2022,fresno-state-bulldogs,receiving,74,852,11.5,6,39,,,,,,,,,,,,,,,
4372716,Nikko Remigio,WR,2018,california-golden-bears,rushing,,,,,,1,-1,-1.0,0,0,,,,,,,,,,
4372716,Nikko Remigio,WR,2019,california-golden-bears,rushing,,,,,,3,8,2.7,0,8,,,,,,,,,,
4372716,Nikko Remigio,WR,2020,california-golden-bears,rushing,,,,,,3,11,3.7,0,7,,,,,,,,,,
4372716,Nikko Remigio,WR,2021,california-golden-bears,rushing,,,,,,7,57,8.1,0,27,,,,,,,,,,
4372716,Nikko Remigio,WR,2022,fresno-state-bulldogs,rushing,,,,,,6,42,7.0,2,13,,,,,,,,,,
4428331,Rashee Rice,WR,2019,smu-mustangs,receiving,25,403,16.1,1,61,,,,,,,,,,,,,,,
4428331,Rashee Rice,WR,2020,smu-mustangs,receiving,48,683,14.2,5,55,,,,,,,,,,,,,,,
4428331,Rashee Rice,WR,2021,smu-mustangs,receiving,64,670,10.5,9,62,,,,,,,,,,,,,,,
4428331,Rashee Rice,WR,2022,smu-mustangs,receiving,96,"1,355",14.1,10,75,,,,,,,,,,,,,,,
4428331,Rashee Rice,WR,2019,smu-mustangs,rushing,,,,,,1,0,0.0,0,0,,,,,,,,,,
4362921,Tyquan Thornton,WR,2018,baylor-bears,receiving,20,354,17.7,3,41,,,,,,,,,,,,,,,
4362921,Tyquan Thornton,WR,2019,baylor-bears,receiving,45,782,17.4,5,78,,,,,,,,,,,,,,,
4362921,Tyquan Thornton,WR,2020,baylor-bears,receiving,16,158,9.9,1,25,,,,,,,,,,,,,,,
4362921,Tyquan Thornton,WR,2021,baylor-bears,receiving,62,948,15.3,10,75,,,,,,,,,,,,,,,
4362921,Tyquan Thornton,WR,2018,baylor-bears,rushing,,,,,,2,2,1.0,0,3,,,,,,,,,,
4362921,Tyquan Thornton,WR,2021,baylor-bears,rushing,,,,,,1,-11,-11.0,0,0,,,,,,,,,,
4362921,Tyquan Thornton,WR,2021,baylor-bears,passing,,,,,,,,,,,1,1,100.0,6,6.0,1,0,6,1,480.4
3919510,Alex Bachman,WR,2015,wake-forest-demon-deacons,receiving,1,8,8.0,0,8,,,,,,,,,,,,,,,
3919510,Alex Bachman,WR,2016,wake-forest-demon-deacons,receiving,23,248,10.8,1,62,,,,,,,,,,,,,,,
3919510,Alex Bachman,WR,2017,wake-forest-demon-deacons,receiving,21,365,17.4,3,47,,,,,,,,,,,,,,,
3919510,Alex Bachman,WR,2018,wake-forest-demon-deacons,receiving,37,541,14.6,6,49,,,,,,,,,,,,,,,
4603186,Jack Bech,WR,2021,lsu-tigers,receiving,43,489,11.4,3,40,,,,,,,,,,,,,,,
4603186,Jack Bech,WR,2022,lsu-tigers,receiving,16,200,12.5,1,29,,,,,,,,,,,,,,,
4603186,Jack Bech,WR,2023,tcu-horned-frogs,receiving,12,146,12.2,0,34,,,,,,,,,,,,,,,
4603186,Jack Bech,WR,2024,tcu-horned-frogs,receiving,62,"1,034",16.7,9,52,,,,,,,,,,,,,,,
4603186,Jack Bech,WR,2023,tcu-horned-frogs,rushing,,,,,,3,-3,-1.0,0,7,,,,,,,,,,
4603186,Jack Bech,WR,2024,tcu-horned-frogs,rushing,,,,,,0,7,0.0,0,7,,,,,,,,,,
4698191,Chris Collier,RB,2020,wagner-seahawks,rushing,,,,,,22,58,2.6,1,8,,,,,,,,,,
4698191,Chris Collier,RB,2021,wagner-seahawks,rushing,,,,,,63,168,2.7,0,17,,,,,,,,,,
4698191,Chris Collier,RB,2022,wagner-seahawks,rushing,,,,,,31,86,2.8,0,15,,,,,,,,,,
4698191,Chris Collier,RB,2021,wagner-seahawks,receiving,5,18,3.6,0,7,,,,,,,,,,,,,,,
4698191,Chris Collier,RB,2022,wagner-seahawks,receiving,1,4,4.0,0,4,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2018,auburn-tigers,receiving,2,15,7.5,0,9,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2019,auburn-tigers,receiving,2,31,15.5,0,25,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2020,auburn-tigers,receiving,6,84,14.0,0,37,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2021,auburn-tigers,receiving,40,527,13.2,1,48,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2022,auburn-tigers,receiving,16,217,13.6,0,43,,,,,,,,,,,,,,,
4361332,Shedrick Jackson,WR,2022,auburn-tigers,rushing,,,,,,1,12,12.0,0,12,,,,,,,,,,
4890973,Ashton Jeanty,RB,2022,boise-state-broncos,rushing,,,,,,156,821,5.3,7,34,,,,,,,,,,
4890973,Ashton Jeanty,RB,2023,boise-state-broncos,rushing,,,,,,220,"1,347",6.1,14,68,,,,,,,,,,
4890973,Ashton Jeanty,RB,2024,boise-state-broncos,rushing,,,,,,374,"2,601",7.0,29,77,,,,,,,,,,
4890973,Ashton Jeanty,RB,2022,boise-state-broncos,receiving,14,155,11.1,0,42,,,,,,,,,,,,,,,
4890973,Ashton Jeanty,RB,2023,boise-state-broncos,receiving,43,569,13.2,5,75,,,,,,,,,,,,,,,
4890973,Ashton Jeanty,RB,2024,boise-state-broncos,receiving,23,138,6.0,1,18,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2019,new-hampshire-wildcats,rushing,,,,,,54,224,4.1,1,19,,,,,,,,,,
4366963,Dylan Laube,RB,2020,new-hampshire-wildcats,rushing,,,,,,8,33,4.1,0,8,,,,,,,,,,
4366963,Dylan Laube,RB,2021,new-hampshire-wildcats,rushing,,,,,,79,501,6.3,4,75,,,,,,,,,,
4366963,Dylan Laube,RB,2022,new-hampshire-wildcats,rushing,,,,,,245,"1,205",4.9,15,77,,,,,,,,,,
4366963,Dylan Laube,RB,2023,new-hampshire-wildcats,rushing,,,,,,158,715,4.5,9,75,,,,,,,,,,
4366963,Dylan Laube,RB,2019,new-hampshire-wildcats,receiving,26,367,14.1,3,86,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2020,new-hampshire-wildcats,receiving,4,10,2.5,0,12,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2021,new-hampshire-wildcats,receiving,22,203,9.2,1,54,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2022,new-hampshire-wildcats,receiving,49,464,9.5,2,87,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2023,new-hampshire-wildcats,receiving,68,699,10.3,7,80,,,,,,,,,,,,,,,
4366963,Dylan Laube,RB,2019,new-hampshire-wildcats,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,1,0,0,-200.0
4429086,Michael Mayer,TE,2020,notre-dame-fighting-irish,receiving,42,450,10.7,2,29,,,,,,,,,,,,,,,
4429086,Michael Mayer,TE,2021,notre-dame-fighting-irish,receiving,71,840,11.8,7,52,,,,,,,,,,,,,,,
4429086,Michael Mayer,TE,2022,notre-dame-fighting-irish,receiving,67,809,12.1,9,37,,,,,,,,,,,,,,,
4260394,Aidan O'Connell,QB,2019,purdue-boilermakers,passing,,,,,,,,,,,103,164,62.8,"1,101",6.7,8,4,72,5,130.4
4260394,Aidan O'Connell,QB,2020,purdue-boilermakers,passing,,,,,,,,,,,88,136,64.7,916,6.7,7,2,45,9,135.3
4260394,Aidan O'Connell,QB,2021,purdue-boilermakers,passing,,,,,,,,,,,315,440,71.6,"3,712",8.4,28,11,75,18,158.5
4260394,Aidan O'Connell,QB,2022,purdue-boilermakers,passing,,,,,,,,,,,320,499,64.1,"3,490",7.0,22,13,60,22,132.2
4260394,Aidan O'Connell,QB,2019,purdue-boilermakers,rushing,,,,,,15,-9,-0.6,0,9,,,,,,,,,,
4260394,Aidan O'Connell,QB,2020,purdue-boilermakers,rushing,,,,,,12,-64,-5.3,0,9,,,,,,,,,,
4260394,Aidan O'Connell,QB,2021,purdue-boilermakers,rushing,,,,,,25,-120,-4.8,1,8,,,,,,,,,,
4260394,Aidan O'Connell,QB,2022,purdue-boilermakers,rushing,,,,,,43,-81,-1.9,1,24,,,,,,,,,,
4035115,Albert Okwuegbunam Jr.,TE,2017,missouri-tigers,receiving,29,415,14.3,11,57,,,,,,,,,,,,,,,
4035115,Albert Okwuegbunam Jr.,TE,2018,missouri-tigers,receiving,43,466,10.8,6,58,,,,,,,,,,,,,,,
4035115,Albert Okwuegbunam Jr.,TE,2019,missouri-tigers,receiving,26,306,11.8,6,36,,,,,,,,,,,,,,,
4240703,Kenny Pickett,QB,2017,pittsburgh-panthers,passing,,,,,,,,,,,39,66,59.1,509,7.7,1,1,74,5,125.8
4240703,Kenny Pickett,QB,2018,pittsburgh-panthers,passing,,,,,,,,,,,180,310,58.1,"1,969",6.4,12,6,78,33,120.3
4240703,Kenny Pickett,QB,2019,pittsburgh-panthers,passing,,,,,,,,,,,289,469,61.6,"3,098",6.6,13,9,96,29,122.4
4240703,Kenny Pickett,QB,2020,pittsburgh-panthers,passing,,,,,,,,,,,203,332,61.1,"2,408",7.3,13,9,75,18,129.6
4240703,Kenny Pickett,QB,2021,pittsburgh-panthers,passing,,,,,,,,,,,334,497,67.2,"4,319",8.7,42,7,67,29,165.3
4240703,Kenny Pickett,QB,2017,pittsburgh-panthers,rushing,,,,,,26,93,3.6,2,22,,,,,,,,,,
4240703,Kenny Pickett,QB,2018,pittsburgh-panthers,rushing,,,,,,117,220,1.9,3,30,,,,,,,,,,
4240703,Kenny Pickett,QB,2019,pittsburgh-panthers,rushing,,,,,,95,110,1.2,2,30,,,,,,,,,,
4240703,Kenny Pickett,QB,2020,pittsburgh-panthers,rushing,,,,,,81,145,1.8,8,18,,,,,,,,,,
4240703,Kenny Pickett,QB,2021,pittsburgh-panthers,rushing,,,,,,97,241,2.5,5,58,,,,,,,,,,
4240703,Kenny Pickett,QB,2018,pittsburgh-panthers,receiving,1,-12,-12.0,0,0,,,,,,,,,,,,,,,
4240703,Kenny Pickett,QB,2019,pittsburgh-panthers,receiving,1,3,3.0,1,3,,,,,,,,,,,,,,,
4686781,Brenden Rice,WR,2020,colorado-buffaloes,receiving,6,120,20.0,2,61,,,,,,,,,,,,,,,
4686781,Brenden Rice,WR,2021,colorado-buffaloes,receiving,21,299,14.2,3,62,,,,,,,,,,,,,,,
4686781,Brenden Rice,WR,2022,usc-trojans,receiving,39,611,15.7,4,74,,,,,,,,,,,,,,,
4686781,Brenden Rice,WR,2023,usc-trojans,receiving,45,791,17.6,12,75,,,,,,,,,,,,,,,
4686781,Brenden Rice,WR,2021,colorado-buffaloes,rushing,,,,,,6,54,9.0,0,17,,,,,,,,,,
5155825,Carter Runyon,TE,2023,towson-tigers,receiving,42,533,12.7,4,64,,,,,,,,,,,,,,,
5155825,Carter Runyon,TE,2024,towson-tigers,receiving,45,502,11.2,5,49,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2018,penn-state-nittany-lions,receiving,3,20,6.7,0,12,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2019,penn-state-nittany-lions,receiving,12,137,11.4,0,18,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2020,florida-gators,receiving,25,268,10.7,3,46,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2021,florida-gators,receiving,41,550,13.4,3,52,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2022,florida-gators,receiving,29,577,19.9,2,75,,,,,,,,,,,,,,,
4361426,Justin Shorter,WR,2018,penn-state-nittany-lions,rushing,,,,,,1,9,9.0,0,9,,,,,,,,,,
4045305,Ian Thomas,TE,2016,indiana-hoosiers,receiving,3,28,9.3,0,20,,,,,,,,,,,,,,,
4045305,Ian Thomas,TE,2017,indiana-hoosiers,receiving,25,376,15.0,5,71,,,,,,,,,,,,,,,
4432775,Dont'e Thornton Jr.,WR,2021,oregon-ducks,receiving,9,175,19.4,2,66,,,,,,,,,,,,,,,
4432775,Dont'e Thornton Jr.,WR,2022,oregon-ducks,receiving,17,366,21.5,1,58,,,,,,,,,,,,,,,
4432775,Dont'e Thornton Jr.,WR,2023,tennessee-volunteers,receiving,13,224,17.2,1,47,,,,,,,,,,,,,,,
4432775,Dont'e Thornton Jr.,WR,2024,tennessee-volunteers,receiving,26,661,25.4,6,86,,,,,,,,,,,,,,,
4432775,Dont'e Thornton Jr.,WR,2022,oregon-ducks,rushing,,,,,,2,6,3.0,0,9,,,,,,,,,,
4428718,Tre Tucker,WR,2019,cincinnati-bearcats,receiving,7,92,13.1,0,56,,,,,,,,,,,,,,,
4428718,Tre Tucker,WR,2020,cincinnati-bearcats,receiving,18,236,13.1,3,45,,,,,,,,,,,,,,,
4428718,Tre Tucker,WR,2021,cincinnati-bearcats,receiving,34,426,12.5,2,48,,,,,,,,,,,,,,,
4428718,Tre Tucker,WR,2022,cincinnati-bearcats,receiving,52,672,12.9,3,55,,,,,,,,,,,,,,,
4428718,Tre Tucker,WR,2019,cincinnati-bearcats,rushing,,,,,,8,93,11.6,0,32,,,,,,,,,,
4428718,Tre Tucker,WR,2020,cincinnati-bearcats,rushing,,,,,,4,25,6.3,0,9,,,,,,,,,,
4428718,Tre Tucker,WR,2021,cincinnati-bearcats,rushing,,,,,,2,12,6.0,0,9,,,,,,,,,,
4428718,Tre Tucker,WR,2022,cincinnati-bearcats,rushing,,,,,,1,8,8.0,0,8,,,,,,,,,,
4361777,Zamir White,RB,2019,georgia-bulldogs,rushing,,,,,,78,408,5.2,3,29,,,,,,,,,,
4361777,Zamir White,RB,2020,georgia-bulldogs,rushing,,,,,,144,779,5.4,11,75,,,,,,,,,,
4361777,Zamir White,RB,2021,georgia-bulldogs,rushing,,,,,,160,856,5.3,11,42,,,,,,,,,,
4361777,Zamir White,RB,2019,georgia-bulldogs,receiving,2,20,10.0,0,15,,,,,,,,,,,,,,,
4361777,Zamir White,RB,2020,georgia-bulldogs,receiving,6,37,6.2,0,10,,,,,,,,,,,,,,,
4361777,Zamir White,RB,2021,georgia-bulldogs,receiving,9,75,8.3,0,15,,,,,,,,,,,,,,,
4432665,Brock Bowers,TE,2021,georgia-bulldogs,receiving,56,882,15.8,13,89,,,,,,,,,,,,,,,
4432665,Brock Bowers,TE,2022,georgia-bulldogs,receiving,63,942,15.0,7,78,,,,,,,,,,,,,,,
4432665,Brock Bowers,TE,2023,georgia-bulldogs,receiving,56,714,12.8,6,49,,,,,,,,,,,,,,,
4432665,Brock Bowers,TE,2021,georgia-bulldogs,rushing,,,,,,4,56,14.0,1,24,,,,,,,,,,
4432665,Brock Bowers,TE,2022,georgia-bulldogs,rushing,,,,,,9,109,12.1,3,75,,,,,,,,,,
4432665,Brock Bowers,TE,2023,georgia-bulldogs,rushing,,,,,,6,28,4.7,1,14,,,,,,,,,,
4569372,Dalevon Campbell,WR,2020,illinois-fighting-illini,receiving,3,48,16.0,0,24,,,,,,,,,,,,,,,
4569372,Dalevon Campbell,WR,2021,illinois-fighting-illini,receiving,3,50,16.7,0,31,,,,,,,,,,,,,,,
4569372,Dalevon Campbell,WR,2022,nevada-wolf-pack,receiving,38,459,12.1,1,73,,,,,,,,,,,,,,,
4569372,Dalevon Campbell,WR,2023,nevada-wolf-pack,receiving,31,594,19.2,2,53,,,,,,,,,,,,,,,
4569372,Dalevon Campbell,WR,2024,south-carolina-gamecocks,receiving,12,312,26.0,0,60,,,,,,,,,,,,,,,
4569372,Dalevon Campbell,WR,2023,nevada-wolf-pack,rushing,,,,,,1,-1,-1.0,0,0,,,,,,,,,,
3915486,Tyler Conklin,TE,2015,central-michigan-chippewas,receiving,6,95,15.8,0,25,,,,,,,,,,,,,,,
3915486,Tyler Conklin,TE,2016,central-michigan-chippewas,receiving,42,560,13.3,6,35,,,,,,,,,,,,,,,
3915486,Tyler Conklin,TE,2017,central-michigan-chippewas,receiving,35,504,14.4,5,42,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2018,tcu-horned-frogs,receiving,8,104,13.0,2,27,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2019,tcu-horned-frogs,receiving,11,151,13.7,0,52,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2020,tcu-horned-frogs,receiving,15,209,13.9,1,71,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2021,tcu-horned-frogs,receiving,36,518,14.4,1,63,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2022,tcu-horned-frogs,receiving,42,531,12.6,5,80,,,,,,,,,,,,,,,
4362477,Derius Davis,WR,2018,tcu-horned-frogs,rushing,,,,,,5,28,5.6,0,19,,,,,,,,,,
4362477,Derius Davis,WR,2019,tcu-horned-frogs,rushing,,,,,,3,18,6.0,0,19,,,,,,,,,,
4362477,Derius Davis,WR,2020,tcu-horned-frogs,rushing,,,,,,7,65,9.3,0,24,,,,,,,,,,
4362477,Derius Davis,WR,2021,tcu-horned-frogs,rushing,,,,,,10,42,4.2,1,43,,,,,,,,,,
4362477,Derius Davis,WR,2022,tcu-horned-frogs,rushing,,,,,,3,30,10.0,1,27,,,,,,,,,,
3127292,Will Dissly,TE,2016,washington-huskies,receiving,4,47,11.8,1,27,,,,,,,,,,,,,,,
3127292,Will Dissly,TE,2017,washington-huskies,receiving,21,289,13.8,2,52,,,,,,,,,,,,,,,
4242558,Tucker Fisk,TE,2019,stanford-cardinal,receiving,4,30,7.5,0,16,,,,,,,,,,,,,,,
4242558,Tucker Fisk,TE,2020,stanford-cardinal,receiving,5,34,6.8,1,12,,,,,,,,,,,,,,,
4595342,Oronde Gadsden,TE,2021,syracuse-orange,receiving,2,24,12.0,0,14,,,,,,,,,,,,,,,
4595342,Oronde Gadsden,TE,2022,syracuse-orange,receiving,61,969,15.9,6,46,,,,,,,,,,,,,,,
4595342,Oronde Gadsden,TE,2023,syracuse-orange,receiving,7,67,9.6,1,17,,,,,,,,,,,,,,,
4595342,Oronde Gadsden,TE,2024,syracuse-orange,receiving,73,934,12.8,7,39,,,,,,,,,,,,,,,
4595342,Oronde Gadsden,TE,2024,syracuse-orange,rushing,,,,,,1,12,12.0,0,12,,,,,,,,,,
4433830,Luke Grimm,WR,2020,kansas-jayhawks,receiving,19,255,13.4,2,37,,,,,,,,,,,,,,,
4433830,Luke Grimm,WR,2021,kansas-jayhawks,receiving,22,349,15.9,3,40,,,,,,,,,,,,,,,
4433830,Luke Grimm,WR,2022,kansas-jayhawks,receiving,52,623,12.0,6,45,,,,,,,,,,,,,,,
4433830,Luke Grimm,WR,2023,kansas-jayhawks,receiving,33,555,16.8,6,60,,,,,,,,,,,,,,,
4433830,Luke Grimm,WR,2024,kansas-jayhawks,receiving,51,690,13.5,6,70,,,,,,,,,,,,,,,
4433830,Luke Grimm,WR,2020,kansas-jayhawks,rushing,,,,,,3,10,3.3,0,7,,,,,,,,,,
4433830,Luke Grimm,WR,2023,kansas-jayhawks,rushing,,,,,,1,-6,-6.0,0,0,,,,,,,,,,
4433830,Luke Grimm,WR,2024,kansas-jayhawks,rushing,,,,,,11,135,12.3,1,37,,,,,,,,,,
4685382,Omarion Hampton,RB,2022,north-carolina-tar-heels,rushing,,,,,,88,401,4.6,6,58,,,,,,,,,,
4685382,Omarion Hampton,RB,2023,north-carolina-tar-heels,rushing,,,,,,253,"1,504",5.9,15,68,,,,,,,,,,
4685382,Omarion Hampton,RB,2024,north-carolina-tar-heels,rushing,,,,,,281,"1,660",5.9,15,75,,,,,,,,,,
4685382,Omarion Hampton,RB,2022,north-carolina-tar-heels,receiving,6,40,6.7,1,15,,,,,,,,,,,,,,,
4685382,Omarion Hampton,RB,2023,north-carolina-tar-heels,receiving,29,222,7.7,1,29,,,,,,,,,,,,,,,
4685382,Omarion Hampton,RB,2024,north-carolina-tar-heels,receiving,38,373,9.8,2,49,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2020,louisiana-tech-bulldogs,receiving,1,20,20.0,0,20,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2021,louisiana-tech-bulldogs,receiving,40,572,14.3,4,62,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2022,louisiana-tech-bulldogs,receiving,65,935,14.4,10,64,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2023,ole-miss-rebels,receiving,54,985,18.2,8,56,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2024,ole-miss-rebels,receiving,60,"1,030",17.2,7,70,,,,,,,,,,,,,,,
4686612,Tre' Harris,WR,2022,louisiana-tech-bulldogs,rushing,,,,,,5,22,4.4,0,8,,,,,,,,,,
4686612,Tre' Harris,WR,2022,louisiana-tech-bulldogs,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,1,0,0,-200.0
4372071,Hassan Haskins,RB,2019,michigan-wolverines,rushing,,,,,,121,622,5.1,4,49,,,,,,,,,,
4372071,Hassan Haskins,RB,2020,michigan-wolverines,rushing,,,,,,61,375,6.1,6,66,,,,,,,,,,
4372071,Hassan Haskins,RB,2021,michigan-wolverines,rushing,,,,,,270,"1,327",4.9,20,62,,,,,,,,,,
4372071,Hassan Haskins,RB,2019,michigan-wolverines,receiving,6,40,6.7,0,19,,,,,,,,,,,,,,,
4372071,Hassan Haskins,RB,2021,michigan-wolverines,receiving,18,131,7.3,0,20,,,,,,,,,,,,,,,
4372071,Hassan Haskins,RB,2020,michigan-wolverines,passing,,,,,,,,,,,0,1,0.0,0,0.0,0,0,0,0,0.0
4038941,Justin Herbert,QB,2016,oregon-ducks,passing,,,,,,,,,,,162,255,63.5,"1,936",7.6,19,4,72,19,148.8
4038941,Justin Herbert,QB,2017,oregon-ducks,passing,,,,,,,,,,,139,206,67.5,"1,983",9.6,15,5,67,10,167.5
4038941,Justin Herbert,QB,2018,oregon-ducks,passing,,,,,,,,,,,240,404,59.4,"3,151",7.8,29,8,83,21,144.7
4038941,Justin Herbert,QB,2019,oregon-ducks,passing,,,,,,,,,,,286,428,66.8,"3,471",8.1,32,6,73,24,156.8
4038941,Justin Herbert,QB,2016,oregon-ducks,rushing,,,,,,58,161,2.8,2,26,,,,,,,,,,
4038941,Justin Herbert,QB,2017,oregon-ducks,rushing,,,,,,44,183,4.2,5,40,,,,,,,,,,
4038941,Justin Herbert,QB,2018,oregon-ducks,rushing,,,,,,71,166,2.3,2,37,,,,,,,,,,
4038941,Justin Herbert,QB,2019,oregon-ducks,rushing,,,,,,58,50,0.9,4,30,,,,,,,,,,
5160748,JaQuae Jackson,WR,2023,rutgers-scarlet-knights,receiving,22,361,16.4,1,61,,,,,,,,,,,,,,,
4878878,Amar Johnson,RB,2021,south-dakota-state-jackrabbits,rushing,,,,,,86,429,5.0,3,28,,,,,,,,,,
4878878,Amar Johnson,RB,2022,south-dakota-state-jackrabbits,rushing,,,,,,130,744,5.7,7,55,,,,,,,,,,
4878878,Amar Johnson,RB,2023,south-dakota-state-jackrabbits,rushing,,,,,,128,801,6.3,4,54,,,,,,,,,,
4878878,Amar Johnson,RB,2024,south-dakota-state-jackrabbits,rushing,,,,,,193,"1,222",6.3,14,44,,,,,,,,,,
4878878,Amar Johnson,RB,2021,south-dakota-state-jackrabbits,receiving,2,38,19.0,0,34,,,,,,,,,,,,,,,
